City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Gallup,US,35.5281,-108.7426,70.56,24,1,1.99,clear sky
701,Concordia,AR,-31.393,-58.0209,72.79,46,0,8.01,clear sky
702,Pacific Grove,US,36.6177,-121.9166,75.58,78,1,4.0,clear sky
703,Tabas,IR,33.5959,56.9244,69.26,16,0,2.77,clear sky
704,Buriti Dos Lopes,BR,-3.175,-41.8669,87.55,64,82,11.56,broken clouds
705,Dinkelsbuhl,DE,49.0694,10.3199,49.05,87,100,2.13,overcast clouds
706,Ishigaki,JP,24.3448,124.1572,75.76,69,89,19.91,overcast clouds
707,Velikooktyabrskiy,RU,57.4333,33.8159,39.9,85,100,7.74,light rain
708,Kerchevskiy,RU,59.946,56.2884,41.5,83,100,9.75,overcast clouds
709,Barda,AZ,40.3744,47.1267,63.39,77,7,2.71,clear sky
710,Tolbazy,RU,54.0241,55.8825,47.16,60,100,5.79,light rain
711,Fuyang,CN,32.9,115.8167,50.63,70,99,5.17,overcast clouds
712,Shimanovsk,RU,52.0,127.7,22.03,51,11,4.45,few clouds
713,Lobito,AO,-12.3481,13.5456,73.94,79,39,3.33,scattered clouds
714,Lake Charles,US,30.2131,-93.2044,75.18,33,1,6.91,clear sky
715,Ust-Kuyga,RU,70.0167,135.6,-11.4,100,84,4.74,broken clouds
716,Takoradi,GH,4.8845,-1.7554,79.2,85,47,10.87,scattered clouds
717,Papa,HU,47.33,17.4674,49.42,93,0,0.0,clear sky
